Total population,Total households,PCT WHITE COLLAR,PCT BLUE COLLAR,Median income,Mean income,id,Geographic Area Name
4623,1747,43,57,40127,51048,1400000US48113017806,"Census Tract 178.06, Dallas County, Texas"
4337,2459,49.8,50.2,36890,46212,1400000US48113017807,"Census Tract 178.07, Dallas County, Texas"
4350,1829,69,31,70134,76400,1400000US48113017808,"Census Tract 178.08, Dallas County, Texas"
4224,1674,64.7,35.4,69750,88782,1400000US48113017811,"Census Tract 178.11, Dallas County, Texas"
2298,836,64,36.1,49524,57128,1400000US48113017812,"Census Tract 178.12, Dallas County, Texas"
6066,2855,58.3,41.7,42175,52312,1400000US48113017813,"Census Tract 178.13, Dallas County, Texas"
5289,2066,67.9,32,62370,78176,1400000US48113017814,"Census Tract 178.14, Dallas County, Texas"
5234,1654,54.3,45.6,41417,50956,1400000US48113017900,"Census Tract 179, Dallas County, Texas"
6382,2493,56.9,43.1,48942,61507,1400000US48113018001,"Census Tract 180.01, Dallas County, Texas"
3586,1219,55.8,44.3,43554,56981,1400000US48113018002,"Census Tract 180.02, Dallas County, Texas"
6246,2292,78.8,21.1,84106,101527,1400000US48113018104,"Census Tract 181.04, Dallas County, Texas"
5986,1698,40.4,59.5,38773,49535,1400000US48113018105,"Census Tract 181.05, Dallas County, Texas"
4743,1971,72.3,27.7,78155,107061,1400000US48113018110,"Census Tract 181.10, Dallas County, Texas"
6543,2121,45.7,54.3,57075,59414,1400000US48113018111,"Census Tract 181.11, Dallas County, Texas"
7275,2535,62.3,37.8,57301,75289,1400000US48113018118,"Census Tract 181.18, Dallas County, Texas"
4417,1516,62.8,37.1,68006,76669,1400000US48113018120,"Census Tract 181.20, Dallas County, Texas"
5243,1609,39.1,60.9,49434,56860,1400000US48113018121,"Census Tract 181.21, Dallas County, Texas"
11552,3738,69.7,30.3,84330,93722,1400000US48113018122,"Census Tract 181.22, Dallas County, Texas"
7842,2658,61.6,38.4,65492,75176,1400000US48113018123,"Census Tract 181.23, Dallas County, Texas"
15823,5193,76.8,23.3,84969,95692,1400000US48113018124,"Census Tract 181.24, Dallas County, Texas"
5884,2232,61.4,38.6,58308,64124,1400000US48113018126,"Census Tract 181.26, Dallas County, Texas"
3429,1001,47.8,52.2,50000,53475,1400000US48113018127,"Census Tract 181.27, Dallas County, Texas"
5397,2141,51.8,48.2,44821,45811,1400000US48113018128,"Census Tract 181.28, Dallas County, Texas"
4351,1941,70.3,29.8,55385,66330,1400000US48113018129,"Census Tract 181.29, Dallas County, Texas"
4196,2079,62.3,37.7,43281,49870,1400000US48113018130,"Census Tract 181.30, Dallas County, Texas"
5140,1745,71.6,28.4,62589,69493,1400000US48113018132,"Census Tract 181.32, Dallas County, Texas"
3805,1258,61.9,38,71830,76143,1400000US48113018133,"Census Tract 181.33, Dallas County, Texas"
5136,1859,68.5,31.5,78119,88771,1400000US48113018134,"Census Tract 181.34, Dallas County, Texas"
3146,1245,77.7,22.3,46566,56971,1400000US48113018135,"Census Tract 181.35, Dallas County, Texas"
7869,2713,75.4,24.5,102539,122678,1400000US48113018136,"Census Tract 181.36, Dallas County, Texas"
3935,1733,65.7,34.3,73400,87544,1400000US48113018137,"Census Tract 181.37, Dallas County, Texas"
4233,1873,60.3,39.6,47144,55256,1400000US48113018138,"Census Tract 181.38, Dallas County, Texas"
5633,2211,73.9,26.1,90080,92810,1400000US48113018139,"Census Tract 181.39, Dallas County, Texas"
5573,1784,77.7,22.3,88667,93163,1400000US48113018140,"Census Tract 181.40, Dallas County, Texas"
3264,2171,50.8,49.1,33441,41196,1400000US48113018141,"Census Tract 181.41, Dallas County, Texas"
3225,1155,62.5,37.5,63134,78327,1400000US48113018142,"Census Tract 181.42, Dallas County, Texas"
5968,1825,35.4,64.7,48772,54933,1400000US48113018203,"Census Tract 182.03, Dallas County, Texas"
4352,1195,25.5,74.6,33275,42690,1400000US48113018204,"Census Tract 182.04, Dallas County, Texas"
4248,1429,34.9,65.1,38153,45518,1400000US48113018205,"Census Tract 182.05, Dallas County, Texas"
4974,1272,27.5,72.4,41816,50241,1400000US48113018206,"Census Tract 182.06, Dallas County, Texas"
6061,2238,53.3,46.8,41740,49087,1400000US48113018300,"Census Tract 183, Dallas County, Texas"
4993,1640,38.9,61.2,47581,56440,1400000US48113018401,"Census Tract 184.01, Dallas County, Texas"
3817,1457,65.2,34.9,48672,61342,1400000US48113018402,"Census Tract 184.02, Dallas County, Texas"
743,498,50.1,49.9,29338,34984,1400000US48113018403,"Census Tract 184.03, Dallas County, Texas"
3729,1234,33.7,66.3,49324,61601,1400000US48113018501,"Census Tract 185.01, Dallas County, Texas"
4238,3076,39.8,60.1,27979,36637,1400000US48113018503,"Census Tract 185.03, Dallas County, Texas"
2990,1752,50.5,49.5,24242,29351,1400000US48113018505,"Census Tract 185.05, Dallas County, Texas"
3143,1779,45.2,54.8,32876,37298,1400000US48113018506,"Census Tract 185.06, Dallas County, Texas"
3554,1438,61.1,38.8,51579,59667,1400000US48113018600,"Census Tract 186, Dallas County, Texas"
6065,2095,43.1,56.9,37807,45567,1400000US48113018700,"Census Tract 187, Dallas County, Texas"
4163,1448,37.5,62.6,49028,54064,1400000US48113018801,"Census Tract 188.01, Dallas County, Texas"
826,336,32.9,67.1,37311,57688,1400000US48113018802,"Census Tract 188.02, Dallas County, Texas"
6716,2021,51.6,48.3,46142,55100,1400000US48113018900,"Census Tract 189, Dallas County, Texas"
6707,2263,58.9,41.1,49851,69587,1400000US48113019004,"Census Tract 190.04, Dallas County, Texas"
5964,1783,9.3,90.6,25221,29688,1400000US48113019013,"Census Tract 190.13, Dallas County, Texas"
7482,2168,42,58,52530,59676,1400000US48113019014,"Census Tract 190.14, Dallas County, Texas"
3022,1487,43.1,56.9,41463,53225,1400000US48113019016,"Census Tract 190.16, Dallas County, Texas"
5007,2288,66,34,56952,64637,1400000US48113019018,"Census Tract 190.18, Dallas County, Texas"
6202,2620,57.9,42.1,32976,46383,1400000US48113019019,"Census Tract 190.19, Dallas County, Texas"
5023,2369,60.7,39.3,54531,69611,1400000US48113019020,"Census Tract 190.20, Dallas County, Texas"
6988,2381,59,41.1,50479,61207,1400000US48113019021,"Census Tract 190.21, Dallas County, Texas"
4817,2045,80.7,19.3,77292,85104,1400000US48113019023,"Census Tract 190.23, Dallas County, Texas"
4568,1457,63.1,36.9,75859,91504,1400000US48113019024,"Census Tract 190.24, Dallas County, Texas"
5400,1689,71.1,28.9,80716,93104,1400000US48113019025,"Census Tract 190.25, Dallas County, Texas"
5253,2021,74.2,25.8,54173,65487,1400000US48113019026,"Census Tract 190.26, Dallas County, Texas"
4991,1909,58,42.1,42356,54790,1400000US48113019027,"Census Tract 190.27, Dallas County, Texas"
3737,1236,60.7,39.2,53621,63477,1400000US48113019028,"Census Tract 190.28, Dallas County, Texas"
6034,2237,49.8,50.2,52574,55150,1400000US48113019029,"Census Tract 190.29, Dallas County, Texas"
6090,2317,82,18,84097,111422,1400000US48113019031,"Census Tract 190.31, Dallas County, Texas"
4820,1197,37,63,45436,53806,1400000US48113019032,"Census Tract 190.32, Dallas County, Texas"
3918,1236,28.4,71.7,32577,41921,1400000US48113019033,"Census Tract 190.33, Dallas County, Texas"
4112,2093,68,31.9,39946,54741,1400000US48113019034,"Census Tract 190.34, Dallas County, Texas"
4608,2537,51.7,48.3,33795,46647,1400000US48113019035,"Census Tract 190.35, Dallas County, Texas"
2851,1058,82.5,17.4,101763,120896,1400000US48113019036,"Census Tract 190.36, Dallas County, Texas"
3733,1216,83.6,16.5,84674,92141,1400000US48113019037,"Census Tract 190.37, Dallas County, Texas"
239,182,83.1,16.8,58542,54429,1400000US48113019038,"Census Tract 190.38, Dallas County, Texas"
5816,2292,63.6,36.4,55653,70668,1400000US48113019039,"Census Tract 190.39, Dallas County, Texas"
5810,2656,79.3,20.7,56770,67106,1400000US48113019040,"Census Tract 190.40, Dallas County, Texas"
2721,1093,87.2,12.7,67147,83817,1400000US48113019041,"Census Tract 190.41, Dallas County, Texas"
4695,1801,76.4,23.6,71643,90530,1400000US48113019042,"Census Tract 190.42, Dallas County, Texas"
7016,2487,84.5,15.6,102215,117020,1400000US48113019043,"Census Tract 190.43, Dallas County, Texas"
5225,2074,64.1,36,48661,59561,1400000US48113019100,"Census Tract 191, Dallas County, Texas"
4302,1886,61,39,55102,64054,1400000US48113019202,"Census Tract 192.02, Dallas County, Texas"
3444,1657,80.8,19.2,69398,92906,1400000US48113019203,"Census Tract 192.03, Dallas County, Texas"
8461,2740,43.6,56.4,45864,56840,1400000US48113019204,"Census Tract 192.04, Dallas County, Texas"
3459,1224,79.9,20,98750,107725,1400000US48113019205,"Census Tract 192.05, Dallas County, Texas"
5624,2553,77.3,22.6,35219,47534,1400000US48113019206,"Census Tract 192.06, Dallas County, Texas"
5893,2373,31,69,28703,39903,1400000US48113019208,"Census Tract 192.08, Dallas County, Texas"
3886,1431,83.7,16.4,106354,137506,1400000US48113019210,"Census Tract 192.10, Dallas County, Texas"
5014,2282,80,19.9,58684,67162,1400000US48113019211,"Census Tract 192.11, Dallas County, Texas"
3371,1221,17.9,82.1,27370,27905,1400000US48113019212,"Census Tract 192.12, Dallas County, Texas"
3071,1474,41.2,58.8,21316,23884,1400000US48113019213,"Census Tract 192.13, Dallas County, Texas"
2847,952,91.6,8.5,166591,237793,1400000US48113019301,"Census Tract 193.01, Dallas County, Texas"
5080,1217,79.6,20.4,133750,179524,1400000US48113019302,"Census Tract 193.02, Dallas County, Texas"
4022,1655,91.4,8.7,105179,191229,1400000US48113019400,"Census Tract 194, Dallas County, Texas"
6578,2194,95.2,4.8,175938,252795,1400000US48113019501,"Census Tract 195.01, Dallas County, Texas"
4445,1800,88.9,11.1,127000,203455,1400000US48113019502,"Census Tract 195.02, Dallas County, Texas"
2548,975,98.4,1.6,213125,291086,1400000US48113019600,"Census Tract 196, Dallas County, Texas"
2053,840,93.4,6.6,249194,386250,1400000US48113019700,"Census Tract 197, Dallas County, Texas"
3930,1956,92.4,7.6,224097,326486,1400000US48113019800,"Census Tract 198, Dallas County, Texas"
4203,1287,27.7,72.2,28750,38958,1400000US48113019900,"Census Tract 199, Dallas County, Texas"
4058,1342,88.9,11.1,129205,150510,1400000US48113020000,"Census Tract 200, Dallas County, Texas"
2437,883,43.6,56.4,31979,48265,1400000US48113020100,"Census Tract 201, Dallas County, Texas"
3768,1701,41.4,58.6,23265,36112,1400000US48113020200,"Census Tract 202, Dallas County, Texas"
2161,1413,42.7,57.4,14060,25148,1400000US48113020300,"Census Tract 203, Dallas County, Texas"
4247,2363,75.5,24.4,52508,67445,1400000US48113020400,"Census Tract 204, Dallas County, Texas"
4566,1363,55.7,44.4,14941,27536,1400000US48113020500,"Census Tract 205, Dallas County, Texas"
2280,989,92.9,7.1,200938,338351,1400000US48113020600,"Census Tract 206, Dallas County, Texas"
4885,2340,83.1,16.8,73423,99260,1400000US48113020700,"Census Tract 207, Dallas County, Texas"
0,0,#VALUE!,#VALUE!,-,-,1400000US48113980000,"Census Tract 9800, Dallas County, Texas"
0,0,#VALUE!,#VALUE!,-,-,1400000US48113980100,"Census Tract 9801, Dallas County, Texas"
4219,2020,58.2,41.8,42417,49798,1400000US48115950401,"Census Tract 9504.01, Dawson County, Texas"
4109,784,60.6,39.4,32411,37547,1400000US48115950402,"Census Tract 9504.02, Dawson County, Texas"
3925,1851,41,59,26843,44015,1400000US48115950500,"Census Tract 9505, Dawson County, Texas"
1600,624,50.7,49.4,48086,65157,1400000US48115950600,"Census Tract 9506, Dawson County, Texas"
5588,2069,53.4,46.6,39510,45570,1400000US48117950300,"Census Tract 9503, Deaf Smith County, Texas"
5932,2009,38.7,61.4,41473,51958,1400000US48117950400,"Census Tract 9504, Deaf Smith County, Texas"
3382,1300,33.6,66.4,38094,47265,1400000US48117950500,"Census Tract 9505, Deaf Smith County, Texas"
4152,1679,44.1,55.9,52500,58138,1400000US48117950600,"Census Tract 9506, Deaf Smith County, Texas"
3154,1465,52.8,47.1,41220,57234,1400000US48119950100,"Census Tract 9501, Delta County, Texas"
2094,991,34.4,65.6,32279,40550,1400000US48119950200,"Census Tract 9502, Delta County, Texas"
9476,3892,55.1,44.9,59795,71260,1400000US48121020103,"Census Tract 201.03, Denton County, Texas"
2969,975,61,39.1,98597,110027,1400000US48121020104,"Census Tract 201.04, Denton County, Texas"
4982,1638,74,26,70353,76311,1400000US48121020105,"Census Tract 201.05, Denton County, Texas"
5082,1854,77.5,22.6,82609,91828,1400000US48121020106,"Census Tract 201.06, Denton County, Texas"
3861,1651,73,27,73641,93133,1400000US48121020107,"Census Tract 201.07, Denton County, Texas"
5876,2130,77.8,22.2,77188,83086,1400000US48121020108,"Census Tract 201.08, Denton County, Texas"
1359,427,84.9,15.1,101742,118646,1400000US48121020109,"Census Tract 201.09, Denton County, Texas"
4441,1423,88,12,101577,108855,1400000US48121020110,"Census Tract 201.10, Denton County, Texas"
3518,1170,93.2,6.6,137965,148358,1400000US48121020111,"Census Tract 201.11, Denton County, Texas"
2503,865,84,15.9,94681,97948,1400000US48121020112,"Census Tract 201.12, Denton County, Texas"
8336,2584,70.3,29.7,76195,78085,1400000US48121020113,"Census Tract 201.13, Denton County, Texas"
7725,2671,64.2,35.7,68777,73346,1400000US48121020114,"Census Tract 201.14, Denton County, Texas"
4184,1498,45.7,54.4,63661,70175,1400000US48121020115,"Census Tract 201.15, Denton County, Texas"
9114,3371,55.5,44.5,65353,76621,1400000US48121020202,"Census Tract 202.02, Denton County, Texas"
4125,1704,50,50,51110,54236,1400000US48121020203,"Census Tract 202.03, Denton County, Texas"
4159,1572,58,42,68664,72517,1400000US48121020204,"Census Tract 202.04, Denton County, Texas"
1628,624,60.8,39.2,68261,90626,1400000US48121020205,"Census Tract 202.05, Denton County, Texas"
8963,3297,75,25.1,107273,143660,1400000US48121020303,"Census Tract 203.03, Denton County, Texas"
6899,2661,81.6,18.4,126514,150589,1400000US48121020305,"Census Tract 203.05, Denton County, Texas"
5238,2727,69.8,30.1,64330,67474,1400000US48121020306,"Census Tract 203.06, Denton County, Texas"
6285,2453,69.7,30.3,80297,98299,1400000US48121020307,"Census Tract 203.07, Denton County, Texas"
9273,3173,59.8,40.2,70419,79271,1400000US48121020308,"Census Tract 203.08, Denton County, Texas"
8156,2797,64.2,35.8,73399,81716,1400000US48121020309,"Census Tract 203.09, Denton County, Texas"
2437,1347,81.8,18.2,77115,100198,1400000US48121020310,"Census Tract 203.10, Denton County, Texas"
5565,2203,58.2,41.8,51893,65186,1400000US48121020401,"Census Tract 204.01, Denton County, Texas"
4725,1933,65.7,34.3,56058,64435,1400000US48121020402,"Census Tract 204.02, Denton County, Texas"
3538,1840,48.7,51.3,43287,53388,1400000US48121020403,"Census Tract 204.03, Denton County, Texas"
5490,2542,64.2,35.9,45422,51974,1400000US48121020503,"Census Tract 205.03, Denton County, Texas"
2646,934,58.2,41.7,44009,52856,1400000US48121020504,"Census Tract 205.04, Denton County, Texas"
6443,2548,70.8,29.2,70375,84746,1400000US48121020505,"Census Tract 205.05, Denton County, Texas"
1916,975,68.2,31.7,65037,83925,1400000US48121020506,"Census Tract 205.06, Denton County, Texas"
4917,1618,60.6,39.4,27174,32844,1400000US48121020601,"Census Tract 206.01, Denton County, Texas"
7939,2960,50.5,49.5,45869,54323,1400000US48121020602,"Census Tract 206.02, Denton County, Texas"
3803,2040,65.6,34.4,17239,38927,1400000US48121020700,"Census Tract 207, Denton County, Texas"
4843,2931,59.2,40.8,20820,30745,1400000US48121020800,"Census Tract 208, Denton County, Texas"
3826,1389,55.8,44.2,20568,28799,1400000US48121020900,"Census Tract 209, Denton County, Texas"
6802,1315,57,43,23810,31737,1400000US48121021000,"Census Tract 210, Denton County, Texas"
2315,1656,59,41,18434,24022,1400000US48121021100,"Census Tract 211, Denton County, Texas"
5303,2565,61.2,38.8,28765,32936,1400000US48121021201,"Census Tract 212.01, Denton County, Texas"
5321,1053,49.8,50.2,30625,42571,1400000US48121021202,"Census Tract 212.02, Denton County, Texas"
2008,1334,71.6,28.4,26250,30934,1400000US48121021301,"Census Tract 213.01, Denton County, Texas"
7297,2097,65.3,34.7,82524,90270,1400000US48121021303,"Census Tract 213.03, Denton County, Texas"
5993,2496,59.3,40.6,53625,85729,1400000US48121021304,"Census Tract 213.04, Denton County, Texas"
3414,1476,79.8,20.2,79120,106990,1400000US48121021305,"Census Tract 213.05, Denton County, Texas"
9362,3474,67.3,32.7,73313,87045,1400000US48121021403,"Census Tract 214.03, Denton County, Texas"
7434,2717,77.2,22.9,87031,103156,1400000US48121021404,"Census Tract 214.04, Denton County, Texas"
9428,3128,52.1,47.9,55503,64564,1400000US48121021405,"Census Tract 214.05, Denton County, Texas"
6884,2043,67.9,32.2,88143,88510,1400000US48121021406,"Census Tract 214.06, Denton County, Texas"
5790,1907,68,32,68731,82441,1400000US48121021407,"Census Tract 214.07, Denton County, Texas"
6294,2289,74.8,25.2,92758,99145,1400000US48121021408,"Census Tract 214.08, Denton County, Texas"
7298,2727,72.2,27.8,77391,95880,1400000US48121021409,"Census Tract 214.09, Denton County, Texas"
4698,1823,50.1,49.9,44367,59456,1400000US48121021502,"Census Tract 215.02, Denton County, Texas"
6175,2195,73.5,26.5,79960,91396,1400000US48121021505,"Census Tract 215.05, Denton County, Texas"
4723,1384,85.2,14.8,153160,180417,1400000US48121021512,"Census Tract 215.12, Denton County, Texas"
3633,1307,78.8,21.1,106516,113918,1400000US48121021513,"Census Tract 215.13, Denton County, Texas"
3998,1366,82.6,17.4,118529,134002,1400000US48121021514,"Census Tract 215.14, Denton County, Texas"
3721,1607,70,29.9,73661,81897,1400000US48121021515,"Census Tract 215.15, Denton County, Texas"
6752,2400,76.6,23.5,81795,98684,1400000US48121021516,"Census Tract 215.16, Denton County, Texas"
1468,500,85.2,14.8,88972,113609,1400000US48121021517,"Census Tract 215.17, Denton County, Texas"
3349,1047,78.3,21.7,114698,119530,1400000US48121021518,"Census Tract 215.18, Denton County, Texas"
10436,4053,73.4,26.7,80409,87998,1400000US48121021519,"Census Tract 215.19, Denton County, Texas"
3467,1201,59.6,40.3,65814,71195,1400000US48121021520,"Census Tract 215.20, Denton County, Texas"
4191,1453,66.9,33.1,74699,83457,1400000US48121021521,"Census Tract 215.21, Denton County, Texas"
431,132,85.5,14.5,191806,196317,1400000US48121021522,"Census Tract 215.22, Denton County, Texas"
3906,1226,59.9,40.2,81250,78324,1400000US48121021523,"Census Tract 215.23, Denton County, Texas"
1517,587,78.3,21.6,103269,116828,1400000US48121021524,"Census Tract 215.24, Denton County, Texas"
6713,2173,89.5,10.4,125556,149879,1400000US48121021525,"Census Tract 215.25, Denton County, Texas"
4850,1722,87.9,12.1,122464,133776,1400000US48121021526,"Census Tract 215.26, Denton County, Texas"
5609,1579,86.5,13.6,130070,141720,1400000US48121021527,"Census Tract 215.27, Denton County, Texas"
3954,1528,79.5,20.5,76125,92018,1400000US48121021611,"Census Tract 216.11, Denton County, Texas"
3733,1557,68.2,31.8,66948,77742,1400000US48121021612,"Census Tract 216.12, Denton County, Texas"
5454,2145,64.9,35.1,45417,60052,1400000US48121021613,"Census Tract 216.13, Denton County, Texas"
3726,1314,57.5,42.6,72619,80997,1400000US48121021614,"Census Tract 216.14, Denton County, Texas"
4321,1587,59.4,40.5,60250,72724,1400000US48121021615,"Census Tract 216.15, Denton County, Texas"
3847,2172,71.9,28.1,48163,67335,1400000US48121021616,"Census Tract 216.16, Denton County, Texas"
3832,1609,48.1,51.9,42949,52864,1400000US48121021618,"Census Tract 216.18, Denton County, Texas"
2939,1049,40.5,59.4,50813,58406,1400000US48121021619,"Census Tract 216.19, Denton County, Texas"
1506,898,90.1,9.9,38722,47026,1400000US48121021620,"Census Tract 216.20, Denton County, Texas"
4351,1383,82.5,17.5,114806,137377,1400000US48121021621,"Census Tract 216.21, Denton County, Texas"
5209,1820,79.2,20.8,106328,134587,1400000US48121021622,"Census Tract 216.22, Denton County, Texas"
5256,1952,84.3,15.7,70000,92298,1400000US48121021623,"Census Tract 216.23, Denton County, Texas"
7613,2784,71.2,28.8,70444,87715,1400000US48121021624,"Census Tract 216.24, Denton County, Texas"
2777,1123,87.4,12.6,126888,142895,1400000US48121021625,"Census Tract 216.25, Denton County, Texas"
1981,705,89.7,10.4,148667,227810,1400000US48121021626,"Census Tract 216.26, Denton County, Texas"
5811,3504,88.3,11.7,61519,97630,1400000US48121021627,"Census Tract 216.27, Denton County, Texas"
6443,2640,78.9,21,74312,88984,1400000US48121021628,"Census Tract 216.28, Denton County, Texas"
5367,1739,85.3,14.7,153482,171175,1400000US48121021629,"Census Tract 216.29, Denton County, Texas"
4828,1851,86.9,13.1,77759,85402,1400000US48121021630,"Census Tract 216.30, Denton County, Texas"
4965,1792,77.5,22.5,110085,122915,1400000US48121021631,"Census Tract 216.31, Denton County, Texas"
3510,1598,83.1,16.8,106894,110009,1400000US48121021632,"Census Tract 216.32, Denton County, Texas"
4121,1668,67.9,32.1,87773,90298,1400000US48121021633,"Census Tract 216.33, Denton County, Texas"
4457,3231,64.5,35.5,37264,41787,1400000US48121021634,"Census Tract 216.34, Denton County, Texas"
4077,2467,68.8,31.2,59839,65817,1400000US48121021635,"Census Tract 216.35, Denton County, Texas"
6668,4229,72.5,27.5,45552,54036,1400000US48121021636,"Census Tract 216.36, Denton County, Texas"
4349,2383,67.5,32.4,41260,52554,1400000US48121021637,"Census Tract 216.37, Denton County, Texas"
4167,1962,60.6,39.4,46085,61722,1400000US48121021638,"Census Tract 216.38, Denton County, Texas"
4528,1629,75.9,24.1,86546,97600,1400000US48121021715,"Census Tract 217.15, Denton County, Texas"
5665,2493,75,24.9,49266,68440,1400000US48121021716,"Census Tract 217.16, Denton County, Texas"
5503,2265,70.7,29.4,66673,76271,1400000US48121021717,"Census Tract 217.17, Denton County, Texas"
6516,2278,81.9,18.1,128574,150657,1400000US48121021718,"Census Tract 217.18, Denton County, Texas"
3956,1320,81.6,18.4,121635,132794,1400000US48121021719,"Census Tract 217.19, Denton County, Texas"
2992,815,83.8,16.3,108417,123561,1400000US48121021720,"Census Tract 217.20, Denton County, Texas"
3549,1227,78.5,21.6,83188,84641,1400000US48121021721,"Census Tract 217.21, Denton County, Texas"
3963,1539,71.9,28.2,67356,75265,1400000US48121021722,"Census Tract 217.22, Denton County, Texas"
1364,571,74.5,25.6,88284,88184,1400000US48121021723,"Census Tract 217.23, Denton County, Texas"
4171,1265,82.4,17.5,114155,122366,1400000US48121021724,"Census Tract 217.24, Denton County, Texas"
3683,1162,78.4,21.7,100764,111487,1400000US48121021725,"Census Tract 217.25, Denton County, Texas"
2928,1000,87.9,12.2,121071,124868,1400000US48121021726,"Census Tract 217.26, Denton County, Texas"
4460,1376,80.7,19.3,131181,144201,1400000US48121021727,"Census Tract 217.27, Denton County, Texas"
1622,504,50.6,49.5,57910,52919,1400000US48121021728,"Census Tract 217.28, Denton County, Texas"
2726,947,80.9,19,112159,120804,1400000US48121021729,"Census Tract 217.29, Denton County, Texas"
3525,1317,82.4,17.7,106125,116597,1400000US48121021730,"Census Tract 217.30, Denton County, Texas"
3693,1280,81.2,18.8,97321,95380,1400000US48121021731,"Census Tract 217.31, Denton County, Texas"
2219,981,70,30,64599,76885,1400000US48121021732,"Census Tract 217.32, Denton County, Texas"
2009,918,65.6,34.3,38875,49452,1400000US48121021733,"Census Tract 217.33, Denton County, Texas"
2649,1702,62.2,37.8,35362,45151,1400000US48121021734,"Census Tract 217.34, Denton County, Texas"
3310,2016,79.4,20.6,44232,49557,1400000US48121021735,"Census Tract 217.35, Denton County, Texas"
2246,1250,79.9,20.2,43333,50803,1400000US48121021736,"Census Tract 217.36, Denton County, Texas"
3900,1948,80,20.1,92778,96975,1400000US48121021737,"Census Tract 217.37, Denton County, Texas"
1797,1251,78.8,21.2,44426,55919,1400000US48121021738,"Census Tract 217.38, Denton County, Texas"
3598,1770,46,53.9,33984,34664,1400000US48121021739,"Census Tract 217.39, Denton County, Texas"
5113,2278,66.6,33.4,48706,67976,1400000US48121021740,"Census Tract 217.40, Denton County, Texas"
1880,766,69.5,30.5,63241,78838,1400000US48121021741,"Census Tract 217.41, Denton County, Texas"
6277,2164,64.7,35.3,68560,73949,1400000US48121021742,"Census Tract 217.42, Denton County, Texas"
3766,1432,52.7,47.2,53750,56780,1400000US48121021743,"Census Tract 217.43, Denton County, Texas"
2622,1196,56,44,50814,51016,1400000US48121021744,"Census Tract 217.44, Denton County, Texas"
5230,1775,35.6,64.4,47172,50583,1400000US48121021745,"Census Tract 217.45, Denton County, Texas"
3375,1081,83.2,16.8,130673,156307,1400000US48121021746,"Census Tract 217.46, Denton County, Texas"
3937,1366,87.4,12.7,102772,110879,1400000US48121021747,"Census Tract 217.47, Denton County, Texas"
3987,1339,80.4,19.6,114554,149916,1400000US48121021748,"Census Tract 217.48, Denton County, Texas"
3113,914,89.3,10.6,177054,197537,1400000US48121021749,"Census Tract 217.49, Denton County, Texas"
3861,1093,90.2,9.7,164612,221776,1400000US48121021750,"Census Tract 217.50, Denton County, Texas"
4580,1291,91.9,8.1,139255,158919,1400000US48121021751,"Census Tract 217.51, Denton County, Texas"
4704,1407,88,12,122827,138272,1400000US48121021752,"Census Tract 217.52, Denton County, Texas"
5170,1630,89,11,133250,148196,1400000US48121021753,"Census Tract 217.53, Denton County, Texas"
3363,1533,89.3,10.7,159444,207841,1400000US48121021800,"Census Tract 218, Denton County, Texas"
4452,1413,90.2,9.8,137656,175990,1400000US48121021900,"Census Tract 219, Denton County, Texas"
4023,2009,36.3,63.7,31421,44223,1400000US48123970100,"Census Tract 9701, DeWitt County, Texas"
5688,2003,40.9,59.2,40134,53330,1400000US48123970200,"Census Tract 9702, DeWitt County, Texas"
4217,1798,57.1,42.9,43563,55827,1400000US48123970300,"Census Tract 9703, DeWitt County, Texas"
3498,1801,43.8,56.2,45750,60170,1400000US48123970400,"Census Tract 9704, DeWitt County, Texas"
2599,1532,58.4,41.7,43488,59017,1400000US48123970500,"Census Tract 9705, DeWitt County, Texas"
2441,1321,47.9,52.1,33813,48582,1400000US48125950300,"Census Tract 9503, Dickens County, Texas"
7478,2965,47.7,52.2,31998,41901,1400000US48127950200,"Census Tract 9502, Dimmit County, Texas"
2430,1355,34.4,65.6,20324,28375,1400000US48127950400,"Census Tract 9504, Dimmit County, Texas"
2032,875,54.6,45.5,41500,53861,1400000US48129950200,"Census Tract 9502, Donley County, Texas"
1623,1305,52.8,47.2,46953,54599,1400000US48129950300,"Census Tract 9503, Donley County, Texas"
4987,2065,40.2,59.8,24975,42421,1400000US48131950100,"Census Tract 9501, Duval County, Texas"
3316,1383,30.2,69.7,32734,43972,1400000US48131950200,"Census Tract 9502, Duval County, Texas"
3696,2103,37.3,62.7,31444,43173,1400000US48131950500,"Census Tract 9505, Duval County, Texas"
3512,1776,42.5,57.4,31989,41728,1400000US48133950100,"Census Tract 9501, Eastland County, Texas"
6052,3021,53.4,46.6,34529,45215,1400000US48133950200,"Census Tract 9502, Eastland County, Texas"
4836,2675,47.8,52.3,39554,48870,1400000US48133950300,"Census Tract 9503, Eastland County, Texas"
1847,1270,59.8,40.2,27600,42663,1400000US48133950400,"Census Tract 9504, Eastland County, Texas"
2313,1424,51,49.1,26125,38059,1400000US48133950500,"Census Tract 9505, Eastland County, Texas"
2971,1229,42.4,57.5,41389,73875,1400000US48135000100,"Census Tract 1, Ector County, Texas"
2038,881,36.3,63.7,31926,43319,1400000US48135000300,"Census Tract 3, Ector County, Texas"
4698,1532,48.4,51.6,55897,65532,1400000US48135000400,"Census Tract 4, Ector County, Texas"
4003,1707,49.2,50.8,52931,58803,1400000US48135000500,"Census Tract 5, Ector County, Texas"
