Total population,Total households,PCT WHITE COLLAR,PCT BLUE COLLAR,Median income,Mean income,id,Geographic Area Name
5554,2446,38.6,61.3,40269,51288,1400000US48201532600,"Census Tract 5326, Harris County, Texas"
4552,1909,62.7,37.4,53714,58971,1400000US48201532700,"Census Tract 5327, Harris County, Texas"
1857,767,56.9,43.1,44091,60469,1400000US48201532800,"Census Tract 5328, Harris County, Texas"
4677,1430,50.4,49.5,51109,59738,1400000US48201532900,"Census Tract 5329, Harris County, Texas"
1924,1022,44.7,55.4,23632,26725,1400000US48201533000,"Census Tract 5330, Harris County, Texas"
6713,2351,54.2,45.8,46533,48464,1400000US48201533100,"Census Tract 5331, Harris County, Texas"
3769,1677,42.1,57.8,30090,43244,1400000US48201533200,"Census Tract 5332, Harris County, Texas"
6433,2382,40.3,59.6,26062,34183,1400000US48201533300,"Census Tract 5333, Harris County, Texas"
9290,2809,38.8,61.3,37511,43098,1400000US48201533400,"Census Tract 5334, Harris County, Texas"
4634,1352,35.9,64.1,50769,53770,1400000US48201533500,"Census Tract 5335, Harris County, Texas"
5841,1802,35.1,64.8,35625,39365,1400000US48201533600,"Census Tract 5336, Harris County, Texas"
6141,1937,27.7,72.2,35670,40705,1400000US48201533701,"Census Tract 5337.01, Harris County, Texas"
3294,886,33.4,66.6,40119,46295,1400000US48201533702,"Census Tract 5337.02, Harris County, Texas"
7005,2017,29.6,70.4,42802,50206,1400000US48201533801,"Census Tract 5338.01, Harris County, Texas"
5533,1563,48.9,51.2,34777,50116,1400000US48201533802,"Census Tract 5338.02, Harris County, Texas"
8884,2637,48.1,51.9,47138,61864,1400000US48201533901,"Census Tract 5339.01, Harris County, Texas"
4582,1603,38.3,61.7,31521,37210,1400000US48201533902,"Census Tract 5339.02, Harris County, Texas"
2003,1028,17.9,82.1,29620,33760,1400000US48201534001,"Census Tract 5340.01, Harris County, Texas"
5831,1531,46.3,53.7,49513,58743,1400000US48201534002,"Census Tract 5340.02, Harris County, Texas"
2396,772,65.1,34.9,61337,62855,1400000US48201534003,"Census Tract 5340.03, Harris County, Texas"
7169,2109,46.7,53.3,57193,66087,1400000US48201534100,"Census Tract 5341, Harris County, Texas"
2229,677,23.5,76.6,39432,40687,1400000US48201534201,"Census Tract 5342.01, Harris County, Texas"
7989,3479,71.6,28.4,68954,95065,1400000US48201534202,"Census Tract 5342.02, Harris County, Texas"
1484,448,34.1,66,41901,44163,1400000US48201534203,"Census Tract 5342.03, Harris County, Texas"
10770,3814,76.4,23.6,114349,148700,1400000US48201540100,"Census Tract 5401, Harris County, Texas"
2602,1030,57,43,46661,54680,1400000US48201540200,"Census Tract 5402, Harris County, Texas"
5851,2638,40.6,59.4,35156,44216,1400000US48201540501,"Census Tract 5405.01, Harris County, Texas"
5274,1894,67.5,32.6,79964,83557,1400000US48201540502,"Census Tract 5405.02, Harris County, Texas"
2760,883,76.1,23.9,91509,95331,1400000US48201540601,"Census Tract 5406.01, Harris County, Texas"
6994,2434,55.9,44.1,63196,72948,1400000US48201540602,"Census Tract 5406.02, Harris County, Texas"
7539,2301,64.1,35.8,62554,95204,1400000US48201540700,"Census Tract 5407, Harris County, Texas"
7708,2583,50.3,49.6,60126,62376,1400000US48201540800,"Census Tract 5408, Harris County, Texas"
2801,1056,75.2,24.7,106250,153791,1400000US48201540901,"Census Tract 5409.01, Harris County, Texas"
6783,2965,70.5,29.5,64257,82101,1400000US48201540902,"Census Tract 5409.02, Harris County, Texas"
8461,3494,71.1,28.9,58393,77895,1400000US48201541001,"Census Tract 5410.01, Harris County, Texas"
7551,2445,87.1,13,101406,109389,1400000US48201541002,"Census Tract 5410.02, Harris County, Texas"
11929,3808,80.7,19.2,101727,110376,1400000US48201541003,"Census Tract 5410.03, Harris County, Texas"
6331,2292,81.4,18.6,101122,105089,1400000US48201541100,"Census Tract 5411, Harris County, Texas"
8383,2687,78.9,21,112452,117563,1400000US48201541201,"Census Tract 5412.01, Harris County, Texas"
8888,2953,72.3,27.7,81935,94574,1400000US48201541202,"Census Tract 5412.02, Harris County, Texas"
2739,1017,79,21.1,113813,121851,1400000US48201541203,"Census Tract 5412.03, Harris County, Texas"
11354,3279,51,49,46113,58050,1400000US48201541300,"Census Tract 5413, Harris County, Texas"
12737,4428,60,40,65236,76093,1400000US48201541400,"Census Tract 5414, Harris County, Texas"
5234,1635,62.5,37.5,78561,81010,1400000US48201541500,"Census Tract 5415, Harris County, Texas"
4314,1507,80.8,19.2,105660,121178,1400000US48201541601,"Census Tract 5416.01, Harris County, Texas"
10001,2840,44,56.1,47986,63654,1400000US48201541602,"Census Tract 5416.02, Harris County, Texas"
8727,3893,65.4,34.7,55466,68346,1400000US48201541700,"Census Tract 5417, Harris County, Texas"
5447,2338,64,36,55359,68910,1400000US48201541800,"Census Tract 5418, Harris County, Texas"
6176,1967,73.7,26.3,83227,98767,1400000US48201541900,"Census Tract 5419, Harris County, Texas"
13863,4229,63.4,36.6,68628,76378,1400000US48201542000,"Census Tract 5420, Harris County, Texas"
13823,4574,56.9,43.2,59954,69148,1400000US48201542101,"Census Tract 5421.01, Harris County, Texas"
12298,4015,65.8,34.2,62199,72710,1400000US48201542102,"Census Tract 5421.02, Harris County, Texas"
15078,4438,57.7,42.2,55619,63162,1400000US48201542200,"Census Tract 5422, Harris County, Texas"
12023,3568,65.8,34.2,70026,79779,1400000US48201542301,"Census Tract 5423.01, Harris County, Texas"
5032,1774,73.7,26.3,56641,61386,1400000US48201542302,"Census Tract 5423.02, Harris County, Texas"
7892,3075,55.3,44.7,42645,53701,1400000US48201542400,"Census Tract 5424, Harris County, Texas"
2262,805,77.9,22.1,84576,103360,1400000US48201542500,"Census Tract 5425, Harris County, Texas"
3741,1258,59.6,40.4,86169,87158,1400000US48201542600,"Census Tract 5426, Harris County, Texas"
4420,1402,53.6,46.3,62834,64228,1400000US48201542700,"Census Tract 5427, Harris County, Texas"
6646,2115,54.6,45.4,68317,80007,1400000US48201542800,"Census Tract 5428, Harris County, Texas"
9671,3086,66.7,33.2,75213,79509,1400000US48201542900,"Census Tract 5429, Harris County, Texas"
3948,1271,67.6,32.3,76000,113172,1400000US48201543001,"Census Tract 5430.01, Harris County, Texas"
7199,2515,80.3,19.6,106672,110883,1400000US48201543002,"Census Tract 5430.02, Harris County, Texas"
12812,4208,58.3,41.8,59474,70656,1400000US48201543003,"Census Tract 5430.03, Harris County, Texas"
2085,648,50.5,49.5,68194,77315,1400000US48201543100,"Census Tract 5431, Harris County, Texas"
6040,2776,60.7,39.4,46537,78796,1400000US48201543200,"Census Tract 5432, Harris County, Texas"
4576,2199,42.9,57.1,26912,27838,1400000US48201550100,"Census Tract 5501, Harris County, Texas"
3208,1875,42.2,57.8,19634,23267,1400000US48201550200,"Census Tract 5502, Harris County, Texas"
7303,3606,52.2,47.8,31852,35670,1400000US48201550301,"Census Tract 5503.01, Harris County, Texas"
7329,3397,57.3,42.7,50313,53034,1400000US48201550302,"Census Tract 5503.02, Harris County, Texas"
8938,4031,44.3,55.6,34694,51687,1400000US48201550401,"Census Tract 5504.01, Harris County, Texas"
9841,3709,55.6,44.4,53973,61843,1400000US48201550402,"Census Tract 5504.02, Harris County, Texas"
4283,1765,53.7,46.3,41891,47584,1400000US48201550500,"Census Tract 5505, Harris County, Texas"
7337,1892,45.2,54.8,52879,62368,1400000US48201550601,"Census Tract 5506.01, Harris County, Texas"
3617,937,49.8,50.2,56964,60956,1400000US48201550602,"Census Tract 5506.02, Harris County, Texas"
5722,1793,47.5,52.5,38456,48337,1400000US48201550603,"Census Tract 5506.03, Harris County, Texas"
2832,773,61.3,38.7,58864,64084,1400000US48201550700,"Census Tract 5507, Harris County, Texas"
2804,864,46.6,53.4,48750,52310,1400000US48201550800,"Census Tract 5508, Harris County, Texas"
8755,2636,49.4,50.6,44423,57518,1400000US48201550900,"Census Tract 5509, Harris County, Texas"
3000,758,39.5,60.4,40354,51546,1400000US48201551000,"Census Tract 5510, Harris County, Texas"
10129,3605,54.8,45.2,46081,57559,1400000US48201551100,"Census Tract 5511, Harris County, Texas"
6041,2629,62.1,37.9,54596,71469,1400000US48201551200,"Census Tract 5512, Harris County, Texas"
3841,1148,70.6,29.3,85909,98002,1400000US48201551300,"Census Tract 5513, Harris County, Texas"
3732,1866,43.4,56.6,54643,65218,1400000US48201551400,"Census Tract 5514, Harris County, Texas"
6523,2248,58.4,41.7,54630,66179,1400000US48201551500,"Census Tract 5515, Harris County, Texas"
8350,2797,56.8,43.2,48729,56519,1400000US48201551600,"Census Tract 5516, Harris County, Texas"
8705,3442,79.4,20.6,78233,90021,1400000US48201551701,"Census Tract 5517.01, Harris County, Texas"
4043,1286,84.3,15.6,130889,134841,1400000US48201551702,"Census Tract 5517.02, Harris County, Texas"
7702,2971,76.3,23.7,66615,81237,1400000US48201551703,"Census Tract 5517.03, Harris County, Texas"
4461,1719,83.6,16.5,104792,131697,1400000US48201551800,"Census Tract 5518, Harris County, Texas"
4964,2960,71.4,28.5,44428,50266,1400000US48201551900,"Census Tract 5519, Harris County, Texas"
8354,3450,69.9,30.1,59795,77217,1400000US48201552001,"Census Tract 5520.01, Harris County, Texas"
1430,634,87.4,12.7,67071,72578,1400000US48201552002,"Census Tract 5520.02, Harris County, Texas"
4398,1415,61.7,38.3,53333,68607,1400000US48201552101,"Census Tract 5521.01, Harris County, Texas"
6729,2307,72.1,27.9,82205,100427,1400000US48201552102,"Census Tract 5521.02, Harris County, Texas"
3009,1027,61.6,38.5,62009,72177,1400000US48201552103,"Census Tract 5521.03, Harris County, Texas"
6747,2375,67.8,32.1,60179,64255,1400000US48201552200,"Census Tract 5522, Harris County, Texas"
3824,1570,80.5,19.5,71250,87558,1400000US48201552301,"Census Tract 5523.01, Harris County, Texas"
4572,2163,63.5,36.4,52545,69816,1400000US48201552302,"Census Tract 5523.02, Harris County, Texas"
6096,2137,62.9,37.1,52458,72356,1400000US48201552400,"Census Tract 5524, Harris County, Texas"
9957,3811,62.6,37.5,62276,74718,1400000US48201552500,"Census Tract 5525, Harris County, Texas"
4178,1749,46.4,53.6,32156,42909,1400000US48201552601,"Census Tract 5526.01, Harris County, Texas"
5296,2362,81.8,18.1,83438,96749,1400000US48201552602,"Census Tract 5526.02, Harris County, Texas"
7574,3808,73.7,26.3,52612,70692,1400000US48201552700,"Census Tract 5527, Harris County, Texas"
8170,4042,79.1,20.9,76875,118997,1400000US48201552800,"Census Tract 5528, Harris County, Texas"
6202,3658,79.9,20.1,53523,89728,1400000US48201552900,"Census Tract 5529, Harris County, Texas"
4989,1884,82.6,17.5,86821,105090,1400000US48201553001,"Census Tract 5530.01, Harris County, Texas"
4239,1636,55.6,44.4,61910,92021,1400000US48201553002,"Census Tract 5530.02, Harris County, Texas"
6774,3044,74,26.1,58388,73438,1400000US48201553100,"Census Tract 5531, Harris County, Texas"
7408,3079,52.5,47.4,38750,52322,1400000US48201553200,"Census Tract 5532, Harris County, Texas"
3371,2318,64.9,35.1,33831,38595,1400000US48201553300,"Census Tract 5533, Harris County, Texas"
3598,1308,84.5,15.5,97900,102404,1400000US48201553401,"Census Tract 5534.01, Harris County, Texas"
6621,2388,76.2,23.8,100696,116903,1400000US48201553402,"Census Tract 5534.02, Harris County, Texas"
6080,1899,67.3,32.7,93424,101788,1400000US48201553403,"Census Tract 5534.03, Harris County, Texas"
6079,2289,69.8,30.2,77681,81677,1400000US48201553500,"Census Tract 5535, Harris County, Texas"
6302,2573,75.5,24.6,64632,90073,1400000US48201553600,"Census Tract 5536, Harris County, Texas"
3737,1510,83.5,16.5,110938,142536,1400000US48201553700,"Census Tract 5537, Harris County, Texas"
2595,828,73.3,26.6,197778,191158,1400000US48201553801,"Census Tract 5538.01, Harris County, Texas"
7085,2743,64.2,35.9,75868,95250,1400000US48201553802,"Census Tract 5538.02, Harris County, Texas"
7837,2642,78.4,21.6,123043,149821,1400000US48201553900,"Census Tract 5539, Harris County, Texas"
3177,1421,82.9,17.2,71599,84030,1400000US48201554001,"Census Tract 5540.01, Harris County, Texas"
4112,1528,92.7,7.3,138750,172590,1400000US48201554002,"Census Tract 5540.02, Harris County, Texas"
890,404,88.9,11.1,88646,96292,1400000US48201554101,"Census Tract 5541.01, Harris County, Texas"
10079,3213,77.7,22.4,87394,98064,1400000US48201554102,"Census Tract 5541.02, Harris County, Texas"
5614,2225,58.7,41.2,68688,81899,1400000US48201554200,"Census Tract 5542, Harris County, Texas"
6964,2656,86.1,13.9,111560,140420,1400000US48201554301,"Census Tract 5543.01, Harris County, Texas"
4861,1630,81.4,18.6,63561,90367,1400000US48201554302,"Census Tract 5543.02, Harris County, Texas"
12456,4036,82.5,17.4,117337,144727,1400000US48201554401,"Census Tract 5544.01, Harris County, Texas"
11975,3843,79.2,20.7,102145,118183,1400000US48201554402,"Census Tract 5544.02, Harris County, Texas"
7696,2420,69.7,30.3,90050,103664,1400000US48201554403,"Census Tract 5544.03, Harris County, Texas"
5043,1557,79.2,20.7,99342,140549,1400000US48201554501,"Census Tract 5545.01, Harris County, Texas"
6443,2110,79.9,20,126170,147478,1400000US48201554502,"Census Tract 5545.02, Harris County, Texas"
4851,1570,77.4,22.5,112849,160836,1400000US48201554600,"Census Tract 5546, Harris County, Texas"
6733,2562,75.5,24.5,92008,110047,1400000US48201554700,"Census Tract 5547, Harris County, Texas"
12229,4137,66,33.9,65887,72137,1400000US48201554801,"Census Tract 5548.01, Harris County, Texas"
12863,4495,74.5,25.5,102761,134835,1400000US48201554802,"Census Tract 5548.02, Harris County, Texas"
7429,2471,68.6,31.5,67472,82252,1400000US48201554901,"Census Tract 5549.01, Harris County, Texas"
5936,1850,74.3,25.7,97237,113915,1400000US48201554902,"Census Tract 5549.02, Harris County, Texas"
10951,3503,79.9,20.1,109960,124083,1400000US48201554903,"Census Tract 5549.03, Harris County, Texas"
7804,2433,67.7,32.4,79111,81419,1400000US48201555000,"Census Tract 5550, Harris County, Texas"
7134,2578,71.4,28.5,80507,82171,1400000US48201555100,"Census Tract 5551, Harris County, Texas"
5804,2096,59.9,40.1,53259,63720,1400000US48201555200,"Census Tract 5552, Harris County, Texas"
1295,412,84.1,15.9,96458,123428,1400000US48201555301,"Census Tract 5553.01, Harris County, Texas"
6819,2510,73,27,104151,123174,1400000US48201555302,"Census Tract 5553.02, Harris County, Texas"
3301,1088,64.6,35.4,90250,118856,1400000US48201555303,"Census Tract 5553.03, Harris County, Texas"
2396,935,65.1,34.9,45667,91152,1400000US48201555401,"Census Tract 5554.01, Harris County, Texas"
8177,3686,55.4,44.5,46115,65387,1400000US48201555402,"Census Tract 5554.02, Harris County, Texas"
3960,1647,58,42.1,74461,122018,1400000US48201555501,"Census Tract 5555.01, Harris County, Texas"
15076,5040,74.5,25.5,92930,100863,1400000US48201555502,"Census Tract 5555.02, Harris County, Texas"
4058,1549,64.2,35.8,77454,106816,1400000US48201555600,"Census Tract 5556, Harris County, Texas"
5812,1804,75.7,24.2,105222,108787,1400000US48201555701,"Census Tract 5557.01, Harris County, Texas"
7918,2531,86.4,13.7,112625,121242,1400000US48201555702,"Census Tract 5557.02, Harris County, Texas"
6862,2235,45.1,54.9,55128,69597,1400000US48201556000,"Census Tract 5560, Harris County, Texas"
78,20,45,55,14773,N,1400000US48201980000,"Census Tract 9800, Harris County, Texas"
204,83,47.5,52.5,18911,23882,1400000US48201980100,"Census Tract 9801, Harris County, Texas"
4786,2764,47.7,52.3,45337,50758,1400000US48203020102,"Census Tract 201.02, Harrison County, Texas"
4353,2011,51.1,48.8,59650,68400,1400000US48203020103,"Census Tract 201.03, Harrison County, Texas"
3717,2034,48.2,51.7,47460,65842,1400000US48203020104,"Census Tract 201.04, Harrison County, Texas"
7023,2818,48.1,51.8,47054,55862,1400000US48203020200,"Census Tract 202, Harrison County, Texas"
4165,1882,60.4,39.6,57371,68190,1400000US48203020301,"Census Tract 203.01, Harrison County, Texas"
3475,1444,28.8,71.1,28967,41419,1400000US48203020302,"Census Tract 203.02, Harrison County, Texas"
4725,1511,42.2,57.7,22525,34460,1400000US48203020401,"Census Tract 204.01, Harrison County, Texas"
5100,2130,49.3,50.8,27315,38534,1400000US48203020402,"Census Tract 204.02, Harrison County, Texas"
2618,1318,43,57,32101,40067,1400000US48203020501,"Census Tract 205.01, Harrison County, Texas"
5079,2024,55,45.1,50769,77918,1400000US48203020502,"Census Tract 205.02, Harrison County, Texas"
5820,1958,53.2,46.8,63737,70415,1400000US48203020603,"Census Tract 206.03, Harrison County, Texas"
4116,1766,46.6,53.4,31357,52872,1400000US48203020604,"Census Tract 206.04, Harrison County, Texas"
5416,2134,55.7,44.4,69187,76809,1400000US48203020605,"Census Tract 206.05, Harrison County, Texas"
4091,1766,58.5,41.5,46495,65201,1400000US48203020606,"Census Tract 206.06, Harrison County, Texas"
5963,1909,62.3,37.6,66583,79771,1400000US48205950200,"Census Tract 9502, Hartley County, Texas"
3801,2317,53.6,46.4,35688,48044,1400000US48207950300,"Census Tract 9503, Haskell County, Texas"
2041,1146,46.4,53.7,35071,54672,1400000US48207950400,"Census Tract 9504, Haskell County, Texas"
2282,1027,44,55.9,22137,36911,1400000US48209010100,"Census Tract 101, Hays County, Texas"
6995,580,59.7,40.3,22869,30320,1400000US48209010200,"Census Tract 102, Hays County, Texas"
3875,1768,47.6,52.5,26899,34744,1400000US48209010302,"Census Tract 103.02, Hays County, Texas"
7146,2149,57.5,42.5,25711,33421,1400000US48209010303,"Census Tract 103.03, Hays County, Texas"
5211,2830,61.1,38.9,21467,27869,1400000US48209010304,"Census Tract 103.04, Hays County, Texas"
7000,2908,57.2,42.8,37843,47482,1400000US48209010400,"Census Tract 104, Hays County, Texas"
3202,1386,42.9,57.2,33043,36237,1400000US48209010500,"Census Tract 105, Hays County, Texas"
8435,3839,76.6,23.4,60914,74178,1400000US48209010600,"Census Tract 106, Hays County, Texas"
6885,3520,53.7,46.3,19831,39188,1400000US48209010701,"Census Tract 107.01, Hays County, Texas"
2320,1130,63.1,36.9,46222,68461,1400000US48209010702,"Census Tract 107.02, Hays County, Texas"
4064,2350,68.8,31.2,58557,91517,1400000US48209010803,"Census Tract 108.03, Hays County, Texas"
9262,4560,72.2,27.9,67553,87953,1400000US48209010804,"Census Tract 108.04, Hays County, Texas"
4969,1672,84,16,110769,123285,1400000US48209010805,"Census Tract 108.05, Hays County, Texas"
3366,1286,78.6,21.5,113209,126133,1400000US48209010806,"Census Tract 108.06, Hays County, Texas"
2073,816,69.3,30.7,55952,73554,1400000US48209010807,"Census Tract 108.07, Hays County, Texas"
5698,2265,76.5,23.5,75670,92831,1400000US48209010808,"Census Tract 108.08, Hays County, Texas"
5288,1868,70.9,29.2,99306,120235,1400000US48209010809,"Census Tract 108.09, Hays County, Texas"
7780,2815,81.8,18.2,120984,135771,1400000US48209010901,"Census Tract 109.01, Hays County, Texas"
8875,3220,72.6,27.4,81731,89778,1400000US48209010902,"Census Tract 109.02, Hays County, Texas"
4935,1717,63.3,36.7,82083,84928,1400000US48209010905,"Census Tract 109.05, Hays County, Texas"
9670,2806,63,37,60068,66115,1400000US48209010906,"Census Tract 109.06, Hays County, Texas"
9627,2996,49.2,50.8,49358,61352,1400000US48209010907,"Census Tract 109.07, Hays County, Texas"
5494,1730,52,47.9,54414,64261,1400000US48209010908,"Census Tract 109.08, Hays County, Texas"
4199,1537,70.2,29.8,73542,75514,1400000US48209010909,"Census Tract 109.09, Hays County, Texas"
7788,2413,67.9,32,70798,72921,1400000US48209010910,"Census Tract 109.10, Hays County, Texas"
3668,1798,46.8,53.2,62159,71198,1400000US48211950300,"Census Tract 9503, Hemphill County, Texas"
7149,3074,57.1,42.9,52188,72781,1400000US48213950100,"Census Tract 9501, Henderson County, Texas"
4841,1993,49.1,50.9,46741,58588,1400000US48213950200,"Census Tract 9502, Henderson County, Texas"
7529,3440,45.4,54.6,45493,53176,1400000US48213950300,"Census Tract 9503, Henderson County, Texas"
4694,1870,45.5,54.5,41629,52680,1400000US48213950400,"Census Tract 9504, Henderson County, Texas"
2609,1073,51.7,48.3,47712,64095,1400000US48213950500,"Census Tract 9505, Henderson County, Texas"
3217,2109,56,44.1,30018,43632,1400000US48213950601,"Census Tract 9506.01, Henderson County, Texas"
5231,2648,56,43.9,37123,48465,1400000US48213950602,"Census Tract 9506.02, Henderson County, Texas"
4169,2182,47.7,52.3,35100,46057,1400000US48213950700,"Census Tract 9507, Henderson County, Texas"
5026,3462,53.2,46.9,41278,60265,1400000US48213950800,"Census Tract 9508, Henderson County, Texas"
4580,3381,53,47.1,39783,49418,1400000US48213950901,"Census Tract 9509.01, Henderson County, Texas"
1794,1157,45.6,54.6,32463,48667,1400000US48213950902,"Census Tract 9509.02, Henderson County, Texas"
2581,1650,70,30,41726,70991,1400000US48213950903,"Census Tract 9509.03, Henderson County, Texas"
2047,867,43.3,56.7,30759,38695,1400000US48213951000,"Census Tract 9510, Henderson County, Texas"
4242,2160,46.8,53.2,38479,45672,1400000US48213951100,"Census Tract 9511, Henderson County, Texas"
6277,2341,35.5,64.4,27988,36069,1400000US48213951200,"Census Tract 9512, Henderson County, Texas"
5909,2650,58.9,41.1,35722,57345,1400000US48213951300,"Census Tract 9513, Henderson County, Texas"
6404,3136,56.2,43.8,44457,57543,1400000US48213951400,"Census Tract 9514, Henderson County, Texas"
5476,2133,44.9,55.1,29094,33008,1400000US48215020101,"Census Tract 201.01, Hidalgo County, Texas"
7164,2928,49.1,51,27874,36291,1400000US48215020102,"Census Tract 201.02, Hidalgo County, Texas"
7274,2205,58.5,41.5,33075,44715,1400000US48215020201,"Census Tract 202.01, Hidalgo County, Texas"
7777,2026,42.9,57,30476,39543,1400000US48215020202,"Census Tract 202.02, Hidalgo County, Texas"
6673,2630,50.1,49.9,35139,47182,1400000US48215020204,"Census Tract 202.04, Hidalgo County, Texas"
5497,1913,51.2,48.8,24852,38017,1400000US48215020205,"Census Tract 202.05, Hidalgo County, Texas"
9970,3067,75.3,24.7,63194,84387,1400000US48215020301,"Census Tract 203.01, Hidalgo County, Texas"
8992,3237,73,27.1,50051,60973,1400000US48215020302,"Census Tract 203.02, Hidalgo County, Texas"
7173,2454,75.7,24.3,82757,104598,1400000US48215020402,"Census Tract 204.02, Hidalgo County, Texas"
5986,1823,48.3,51.7,19954,31177,1400000US48215020403,"Census Tract 204.03, Hidalgo County, Texas"
4697,3329,62.2,37.9,36987,50153,1400000US48215020404,"Census Tract 204.04, Hidalgo County, Texas"
4958,1921,44,56,20028,31791,1400000US48215020501,"Census Tract 205.01, Hidalgo County, Texas"
9765,3118,54.2,45.8,36838,43541,1400000US48215020503,"Census Tract 205.03, Hidalgo County, Texas"
6422,2101,50.2,49.8,28210,41316,1400000US48215020504,"Census Tract 205.04, Hidalgo County, Texas"
3201,934,42.9,57.1,19773,29393,1400000US48215020600,"Census Tract 206, Hidalgo County, Texas"
8753,2785,68.6,31.4,52196,63233,1400000US48215020701,"Census Tract 207.01, Hidalgo County, Texas"
8056,2430,70.2,29.9,42660,55658,1400000US48215020721,"Census Tract 207.21, Hidalgo County, Texas"
5512,1880,35,65,19963,26403,1400000US48215020723,"Census Tract 207.23, Hidalgo County, Texas"
3790,1320,64.6,35.3,61782,65649,1400000US48215020724,"Census Tract 207.24, Hidalgo County, Texas"
4323,1363,58.7,41.4,30436,42257,1400000US48215020725,"Census Tract 207.25, Hidalgo County, Texas"
5740,2205,58.7,41.3,34319,48197,1400000US48215020726,"Census Tract 207.26, Hidalgo County, Texas"
6580,2638,69,31,36868,51771,1400000US48215020802,"Census Tract 208.02, Hidalgo County, Texas"
5529,1884,69.1,30.9,73036,75502,1400000US48215020803,"Census Tract 208.03, Hidalgo County, Texas"
3408,1641,80.6,19.5,23580,50053,1400000US48215020804,"Census Tract 208.04, Hidalgo County, Texas"
5092,2370,85.7,14.3,59085,91795,1400000US48215020901,"Census Tract 209.01, Hidalgo County, Texas"
4579,2056,64.8,35.2,48608,54712,1400000US48215020903,"Census Tract 209.03, Hidalgo County, Texas"
4428,2156,77.2,22.8,48570,70067,1400000US48215020904,"Census Tract 209.04, Hidalgo County, Texas"
7136,2469,44.3,55.6,28136,36413,1400000US48215021000,"Census Tract 210, Hidalgo County, Texas"
2721,1427,28.5,71.5,14560,19770,1400000US48215021100,"Census Tract 211, Hidalgo County, Texas"
3088,1347,82.4,17.6,34441,67015,1400000US48215021201,"Census Tract 212.01, Hidalgo County, Texas"
4067,2382,75.9,24.1,53977,99199,1400000US48215021202,"Census Tract 212.02, Hidalgo County, Texas"
15068,3602,43.1,56.9,24610,32320,1400000US48215021302,"Census Tract 213.02, Hidalgo County, Texas"
8202,2333,36.9,63.2,24034,28947,1400000US48215021303,"Census Tract 213.03, Hidalgo County, Texas"
5753,1568,49.8,50.2,29440,40132,1400000US48215021304,"Census Tract 213.04, Hidalgo County, Texas"
6594,1856,50.1,49.9,31141,43135,1400000US48215021305,"Census Tract 213.05, Hidalgo County, Texas"
5148,1926,57.3,42.7,23075,33480,1400000US48215021401,"Census Tract 214.01, Hidalgo County, Texas"
4181,1802,66,34,34950,56521,1400000US48215021403,"Census Tract 214.03, Hidalgo County, Texas"
6652,3218,70.9,29.1,44579,55512,1400000US48215021404,"Census Tract 214.04, Hidalgo County, Texas"
3527,1220,42.2,57.7,20585,29304,1400000US48215021500,"Census Tract 215, Hidalgo County, Texas"
3821,1192,47.7,52.3,23333,35291,1400000US48215021600,"Census Tract 216, Hidalgo County, Texas"
8542,2990,56.4,43.5,38227,44200,1400000US48215021701,"Census Tract 217.01, Hidalgo County, Texas"
11713,3891,55.1,45,31250,44073,1400000US48215021702,"Census Tract 217.02, Hidalgo County, Texas"
4217,1156,40.1,59.9,29853,34585,1400000US48215021803,"Census Tract 218.03, Hidalgo County, Texas"
5512,1476,48.5,51.5,18488,30275,1400000US48215021804,"Census Tract 218.04, Hidalgo County, Texas"
8755,2306,44.2,55.8,33799,39046,1400000US48215021805,"Census Tract 218.05, Hidalgo County, Texas"
8557,2234,36.4,63.6,25983,33610,1400000US48215021806,"Census Tract 218.06, Hidalgo County, Texas"
10042,3189,38.6,61.4,31895,39507,1400000US48215021901,"Census Tract 219.01, Hidalgo County, Texas"
3669,1439,37.5,62.5,23571,34223,1400000US48215021903,"Census Tract 219.03, Hidalgo County, Texas"
4360,1805,52.7,47.4,39503,47986,1400000US48215021904,"Census Tract 219.04, Hidalgo County, Texas"
10105,3336,61.2,38.7,39536,48447,1400000US48215022001,"Census Tract 220.01, Hidalgo County, Texas"
6481,2399,54.2,45.8,31604,46067,1400000US48215022003,"Census Tract 220.03, Hidalgo County, Texas"
10576,3392,30.3,69.8,30490,35488,1400000US48215022004,"Census Tract 220.04, Hidalgo County, Texas"
4467,2144,61.8,38.2,27181,32815,1400000US48215022103,"Census Tract 221.03, Hidalgo County, Texas"
8182,2033,41.2,58.7,21952,35163,1400000US48215022104,"Census Tract 221.04, Hidalgo County, Texas"
4943,1329,38.5,61.5,23214,30121,1400000US48215022105,"Census Tract 221.05, Hidalgo County, Texas"
4998,2022,31.8,68.1,25558,29429,1400000US48215022106,"Census Tract 221.06, Hidalgo County, Texas"
6864,2107,37,63,32807,39944,1400000US48215022201,"Census Tract 222.01, Hidalgo County, Texas"
3803,1300,51,49,23672,33262,1400000US48215022203,"Census Tract 222.03, Hidalgo County, Texas"
5116,1473,34.3,65.7,24470,34248,1400000US48215022204,"Census Tract 222.04, Hidalgo County, Texas"
9798,3555,66.6,33.4,51685,67900,1400000US48215022300,"Census Tract 223, Hidalgo County, Texas"
4670,1726,37.3,62.6,22238,34376,1400000US48215022401,"Census Tract 224.01, Hidalgo County, Texas"
5499,1526,36.7,63.4,32899,47937,1400000US48215022402,"Census Tract 224.02, Hidalgo County, Texas"
